alg,lambda_,degree,constant,numruns,gen_number,cnt,av_min_loss,std_min_loss,av_max_span,std_max_span,av_av_tdepth,std_av_tdepth,av_av_tsize,std_av_tsize,av_cnt_event,std_cnt_event
canonical-ea,500,100,none,100,43,100,8.168415262878062,3.719551217459689,28.63,8.268802815401997,15.035200803212849,3.1003245804647297,88.0360642570281,22.283677650559348,15.27,3.4142495515120155
canonical-ea,500,100,none,100,44,100,7.741110348175794,3.4027329681854983,29.11,8.496934741422931,15.365763052208838,3.1630107957698383,90.70927710843372,22.978417998482936,15.27,3.4142495515120155
canonical-ea,500,100,none,100,45,100,7.43040426867242,3.479129976525334,29.81,8.172753513963332,15.69483935742972,3.339367686666032,93.43698795180723,24.26553304912461,15.27,3.4142495515120155
canonical-ea,500,100,none,100,46,100,7.032276577557439,3.1659877328538832,30.86,9.03440092092442,15.950763052208838,3.4741336998503747,95.78281124497991,25.423692464701126,15.27,3.4142495515120155
canonical-ea,500,100,none,100,47,100,6.8543146025938855,3.1673526837060066,31.27,9.229144055653265,16.264096385542167,3.648460095267178,98.61449799196788,27.312460679647376,15.27,3.4142495515120155
canonical-ea,500,100,none,100,48,100,6.6239067217555405,3.091433653570819,32.53,8.86504935124447,16.615020080321287,3.7425257102599288,101.53309236947788,28.41646850908292,15.27,3.4142495515120155
canonical-ea,500,100,none,100,49,100,6.421341175603647,3.0763581417797488,32.68,9.780470336338636,16.863453815261042,3.882749782701241,104.20216867469883,30.00291782835242,15.27,3.4142495515120155
canonical-ea,500,100,none,100,50,100,6.144259013582155,3.0953631295316377,34.49,10.160211611969507,17.140642570281123,3.9859160663862445,106.63979919678717,31.445282893614028,15.27,3.4142495515120155
canonical-ea,500,100,none,100,51,100,5.812638040144174,2.884295656082144,35.21,10.36657609821102,17.50983935742972,4.27422229017958,109.80510040160641,33.52631098097578,15.27,3.4142495515120155
canonical-ea,500,100,none,100,52,100,5.574106912523563,2.8519679403134335,34.86,10.026983594281981,17.867951807228916,4.447640329606284,112.82377510040162,35.10531620028751,15.27,3.4142495515120155
canonical-ea,500,100,none,100,53,100,5.497719029493583,2.9469978933973136,35.94,9.988813743383146,18.16656626506024,4.503537417920325,115.74329317269077,36.22080998420216,15.27,3.4142495515120155
canonical-ea,500,100,none,100,54,100,5.160041009127747,2.866555900195576,37.37,11.952953609882371,18.51769076305221,4.845311387564333,118.7398795180723,38.90650382670096,15.27,3.4142495515120155
canonical-ea,500,100,none,100,55,100,5.143279604402608,2.9800909509965825,37.55,11.280403361582422,18.943815261044175,5.106592217364768,122.22522088353413,41.27265156403616,15.27,3.4142495515120155
canonical-ea,500,100,none,100,56,100,5.0699749478864895,2.855382839629545,39.23,11.315347984043619,19.33628514056225,5.380642478668348,126.01152610441768,43.98519173026899,15.27,3.4142495515120155
canonical-ea,500,100,none,100,57,100,4.882444049352914,2.971996895415307,40.24,11.970062656477618,19.68867469879518,5.694816599986529,129.5083935742972,46.86772269505394,15.27,3.4142495515120155
canonical-ea,500,100,none,100,58,100,4.585491585037609,2.7292126814309747,40.64,11.362675741215183,20.105542168674695,6.047451089209088,133.81301204819277,50.561553568749204,15.27,3.4142495515120155
canonical-ea,500,100,none,100,59,100,4.47137872881621,2.674565452423785,41.32,11.988227558734444,20.432851405622493,6.2851099754186,137.50855421686748,53.14170935123754,15.27,3.4142495515120155
canonical-ea,500,100,none,100,60,100,4.274987241503248,2.474761499721522,42.1,12.325988804148738,20.904658634538155,6.756095428925711,141.92738955823296,57.25095039389739,15.27,3.4142495515120155
canonical-ea,500,100,none,100,61,100,4.119634953954106,2.4592945196070533,42.7,13.626077939010916,21.360461847389555,7.242457482905041,146.5405220883534,61.838948540171074,15.27,3.4142495515120155
canonical-ea,500,100,none,100,62,100,4.051876979300132,2.491526087903594,43.61,14.290482846985961,21.806465863453813,7.443561530797603,150.99586345381525,64.88333973014574,15.27,3.4142495515120155
canonical-ea,500,100,none,100,63,100,3.881448153609179,2.3370319725260686,44.05,13.740724143945254,22.10333333333334,7.40795128001405,154.3686345381526,65.61971202157983,15.27,3.4142495515120155
canonical-ea,500,100,none,100,64,100,3.7664365381841525,2.3126119822991877,46.87,14.139770153718908,22.667228915662648,7.8475612106287675,159.63550200803212,69.12769991268203,15.27,3.4142495515120155
canonical-ea,500,100,none,100,65,100,3.7070753115158652,2.3578752872966824,44.78,13.777213070864514,23.01716867469879,7.844787550509807,163.78493975903612,71.26080125097336,15.27,3.4142495515120155
canonical-ea,500,100,none,100,66,100,3.5014305231101326,2.3740663866114105,46.82,14.465393185115987,23.510481927710842,8.30080431834253,168.7525702811245,75.45363077344398,15.27,3.4142495515120155
canonical-ea,500,100,none,100,67,100,3.393215952215755,2.304358285483803,47.45,13.834287115713625,24.062469879518066,8.851428517557071,174.10658634538154,81.34753002255393,15.27,3.4142495515120155
canonical-ea,500,100,none,100,68,100,3.2626991665255956,2.155827364244159,49.19,15.532350111943781,24.6845983935743,9.302573788314223,179.92987951807225,85.80618180297895,15.27,3.4142495515120155
canonical-ea,500,100,none,100,69,100,3.1322901787778674,1.9961759424395582,49.03,15.195035373436943,25.27971887550201,9.935530553663662,186.68076305220882,93.27742642347833,15.27,3.4142495515120155
canonical-ea,500,100,none,100,70,100,3.0066067505713794,1.9880510600814707,52.29,17.753475716039382,25.770281124497984,10.288522191846342,192.03461847389556,97.3203362552488,15.27,3.4142495515120155
canonical-ea,500,100,none,100,71,100,2.8809315480636504,1.9373771773156745,51.22,15.33334927535403,26.27395582329318,10.886409719016514,197.61642570281126,104.45490063733425,15.27,3.4142495515120155
canonical-ea,500,100,none,100,72,100,2.804715030043539,2.0479681925919517,51.19,17.891727138540872,26.870481927710845,11.129369185266533,204.8163855421687,108.81044364671999,15.27,3.4142495515120155
canonical-ea,500,100,none,100,73,100,2.7039364374018096,2.053556968338454,54.0,18.072077910411963,27.437188755020074,11.332579531570628,211.27116465863455,112.05213866967779,15.27,3.4142495515120155
canonical-ea,500,100,none,100,74,100,2.613792919687401,1.813815917094466,55.95,18.227657556581427,27.970421686746985,11.538078089546271,217.4874297188755,115.41900464398198,15.27,3.4142495515120155
canonical-ea,500,100,none,100,75,100,2.5342998853569885,1.894649062739493,56.77,20.12901140145735,28.553514056224902,11.697908591551041,224.25064257028112,117.46283500944593,15.27,3.4142495515120155
canonical-ea,500,100,none,100,76,100,2.470870219901648,1.9903091908997577,55.99,18.015268524226887,29.04030120481928,11.946422172776161,230.5710441767068,121.8387446649026,15.27,3.4142495515120155
canonical-ea,500,100,none,100,77,100,2.457288107522185,1.9783825454053672,59.64,25.40768387712662,29.580361445783133,12.048536454201178,236.38160642570284,123.5103633910763,15.27,3.4142495515120155
canonical-ea,500,100,none,100,78,100,2.3480040612807493,1.9896380286670214,58.95,22.724601206621866,30.23578313253012,12.4813473811715,243.81397590361445,129.46063043997424,15.27,3.4142495515120155
canonical-ea,500,100,none,100,79,100,2.2839474318351227,1.9353686399719552,60.35,21.364631988405513,30.9316265060241,12.562296572308838,252.00425702811242,131.73227743832717,15.27,3.4142495515120155
canonical-ea,500,100,none,100,80,100,2.1732706073835018,1.8774606918298258,64.01,25.635715320622516,31.617991967871486,13.155206841186596,260.4869879518073,139.4138175072101,15.27,3.4142495515120155
canonical-ea,500,100,none,100,81,100,2.0851001799518936,1.7632876256869598,63.3,21.447843714462298,32.20993975903614,13.203032161405527,268.0116064257029,142.87757062162456,15.27,3.4142495515120155
canonical-ea,500,100,none,100,82,100,2.0488342804865596,1.837992754551248,65.18,26.530503199147955,32.827791164658635,13.801285102698222,276.3648995983936,150.94893678150197,15.27,3.4142495515120155
canonical-ea,500,100,none,100,83,100,1.9515669728025682,1.8451669913807724,64.89,28.673644693341654,33.57618473895583,14.214208864194353,285.6441767068273,157.72985241482007,15.27,3.4142495515120155
canonical-ea,500,100,none,100,84,100,1.9320773908131894,1.7814201342070664,65.32,25.589013267416156,34.15744979919678,14.421849779416771,293.5086746987952,161.8520381647975,15.27,3.4142495515120155
canonical-ea,500,100,none,100,85,100,1.871620931755258,1.7345005738220771,64.59,25.256719897880643,35.083493975903615,14.874468725172383,305.0155020080322,169.05238571802582,15.27,3.4142495515120155
canonical-ea,500,100,none,100,86,100,1.8245666444676454,1.7315696566448462,66.16,28.09687527110444,35.77323293172691,15.187068039384464,312.61216867469875,171.45538026241786,15.27,3.4142495515120155
canonical-ea,500,100,none,100,87,100,1.8063197281822363,1.8314851004490507,66.52,23.75898987751794,36.42829317269076,15.408322177967428,321.92630522088353,176.07669774497242,15.27,3.4142495515120155
canonical-ea,500,100,none,100,88,100,1.7647358838672265,1.8365338344282844,69.27,26.0472090635446,37.069216867469876,15.755059594574163,331.45224899598395,181.1582119024142,15.27,3.4142495515120155
canonical-ea,500,100,none,100,89,100,1.7031484423172036,1.7836999930363555,69.28,24.63780834408775,37.903453815261045,16.39316909392596,343.1949397590361,190.07457920437867,15.27,3.4142495515120155
canonical-ea,500,100,none,100,90,100,1.6441168217625215,1.7130104440115104,72.12,27.258862778920182,38.930622489959845,16.98140035351631,355.96365461847404,198.4174824792147,15.27,3.4142495515120155
canonical-ea,500,100,none,100,91,100,1.5796012597656577,1.626661560728125,70.97,28.26002653926567,39.640662650602415,17.419510623530748,365.0649397590361,202.80145276058593,15.27,3.4142495515120155
canonical-ea,500,100,none,100,92,100,1.5236449401431227,1.572248832143168,69.82,24.86217206922999,40.49907630522089,18.011509699498667,376.99698795180734,211.5715413126105,15.27,3.4142495515120155
canonical-ea,500,100,none,100,93,100,1.5129475325358601,1.5623910665261476,70.33,26.886448259299705,41.17891566265061,17.99645477413115,387.19722891566255,212.5367829824871,15.27,3.4142495515120155
canonical-ea,500,100,none,100,94,100,1.4735460222896686,1.6133731773078253,72.2,30.945435850864985,42.049337349397604,18.509671259495526,400.7751004016064,222.49313281993628,15.27,3.4142495515120155
canonical-ea,500,100,none,100,95,100,1.4291573844677468,1.5751253957921871,75.44,28.598363589548267,43.09042168674699,18.992501883021312,415.7163052208836,230.77851609794504,15.27,3.4142495515120155
canonical-ea,500,100,none,100,96,100,1.4319321528363826,1.5975320459477613,75.27,28.435841819787928,43.89335341365462,19.68852784366438,428.08847389558235,239.54185263479252,15.27,3.4142495515120155
canonical-ea,500,100,none,100,97,100,1.3408131706341067,1.3875706110712986,76.71,30.600423199687942,44.93349397590361,20.218594065003327,443.0687951807228,245.7307770980228,15.27,3.4142495515120155
canonical-ea,500,100,none,100,98,100,1.3362836411368777,1.5918896078455242,76.67,28.737799150248094,45.53907630522088,20.335291606614664,453.7043775100402,249.25656859953497,15.27,3.4142495515120155
canonical-ea,500,100,none,100,99,100,1.2814907406525726,1.2188385528500647,78.14,31.507783165433903,46.59070281124498,21.09952199636153,470.30465863453816,261.87861927375536,15.27,3.4142495515120155
canonical-ea,500,100,none,100,100,100,1.2763568789374296,1.5430081565501708,78.4,31.52871706872958,47.41006024096385,21.533040894291716,484.1226506024097,269.59602748013634,15.27,3.4142495515120155
canonical-ea,500,100,none,100,101,100,1.2247396573237515,1.1136430832119666,80.7,31.26515632457321,48.19891566265061,22.014917381143906,495.37815261044193,275.3420207213855,15.27,3.4142495515120155
canonical-ea,500,100,none,100,102,100,1.24119931823869,1.465113919375381,83.12,32.44450030436592,49.19751004016065,22.51898602107198,509.7832128514056,282.5148283031378,15.27,3.4142495515120155
canonical-ea,500,100,none,100,103,100,1.1516341339593046,1.137884623996829,81.32,34.71941243742469,49.934216867469885,23.133309590072052,521.3955421686746,292.26909762222704,15.27,3.4142495515120155
canonical-ea,500,100,none,100,104,100,1.1230300059764904,1.0714202521730156,83.95,34.558464954334994,50.70265060240963,23.3600678338853,533.1587951807229,294.7735810568881,15.27,3.4142495515120155
canonical-ea,500,100,none,100,105,100,1.1136462712977167,1.062176807340446,87.61,36.484762572887874,51.57502008032128,23.67086354088667,546.0149799196787,297.40753088545324,15.27,3.4142495515120155
canonical-ea,500,100,none,100,106,100,1.0840577492716699,1.0102805917002846,88.98,38.15494201279829,52.68821285140562,24.27487811157322,564.641124497992,308.7402076847176,15.27,3.4142495515120155
canonical-ea,500,100,none,100,107,100,1.0399257057711908,0.9996426715366492,84.23,37.32100079043969,53.51471887550201,24.41672991981147,577.7272690763052,312.3300838577523,15.27,3.4142495515120155
canonical-ea,500,100,none,100,108,100,1.0025113931193745,0.9463661933689699,90.74,45.11532333919375,54.452108433734935,25.137482060393868,592.7584337349398,321.54053297376197,15.27,3.4142495515120155
canonical-ea,500,100,none,100,109,100,0.9849333138849738,0.9408558915255444,93.57,42.78416880108809,55.714899598393586,26.187342377075623,613.0309236947792,334.84028715224093,15.27,3.4142495515120155
canonical-ea,500,100,none,100,110,100,0.9653863579999541,0.9441801965038109,91.48,44.43387896639229,56.48666666666667,26.617626305783777,625.9144979919679,340.7595775681951,15.27,3.4142495515120155
canonical-ea,500,100,none,100,111,100,0.9495387269927069,0.936837139673257,93.42,47.33607081285898,57.982851405622505,28.066942140365548,649.4497590361445,361.4313459863221,15.27,3.4142495515120155
canonical-ea,500,100,none,100,112,100,0.9305455082730392,0.9321847892056558,93.63,47.08368188661545,58.861365461847384,28.462130148828088,663.7653012048194,366.88426614954636,15.27,3.4142495515120155
canonical-ea,500,100,none,100,113,100,0.9240064337630218,0.9143546639654213,91.83,47.07229652353919,59.972851405622485,29.96627373178662,685.10140562249,391.50757962428736,15.27,3.4142495515120155
canonical-ea,500,100,none,100,114,100,0.8949106000908822,0.8742781278780144,97.86,51.30653369698639,61.0305421686747,30.87249973165786,704.3921686746987,401.4574724559636,15.27,3.4142495515120155
canonical-ea,500,100,none,100,115,100,0.9017978573603658,0.8971153433438724,95.52,53.72568845533763,62.470722891566254,32.69334823237362,727.6457429718877,423.3897023959515,15.27,3.4142495515120155
canonical-ea,500,100,none,100,116,100,0.8747741785413332,0.860873276004129,96.61,52.531684724554566,63.62425702811246,33.51252643920259,751.8046586345381,443.35686168076046,15.27,3.4142495515120155
canonical-ea,500,100,none,100,117,100,0.8464759087761565,0.8688216058934338,100.36,57.94816994521915,65.06682730923694,34.931274675090314,777.9216465863453,467.1504729787632,15.27,3.4142495515120155
canonical-ea,500,100,none,100,118,100,0.836213595713618,0.8416432613549807,101.75,60.478818606186415,66.1185140562249,35.279124636721136,798.9003212851404,474.9058678844012,15.27,3.4142495515120155
canonical-ea,500,100,none,100,119,100,0.8110010991949231,0.8140861772947371,98.42,56.68459755524423,67.44076305220884,36.586062598923036,825.9457831325301,499.7772661185579,15.27,3.4142495515120155
canonical-ea,500,100,none,100,120,100,0.8097274594970518,0.813441981768937,99.78,57.48540336468034,68.65313253012049,37.43398041137063,850.261204819277,512.719063574061,15.27,3.4142495515120155
canonical-ea,500,100,none,100,121,100,0.8023676687203388,0.8120650227383144,102.62,58.92669683598428,70.0675903614458,39.479037358494125,875.641204819277,545.1731973390881,15.27,3.4142495515120155
canonical-ea,500,100,none,100,122,100,0.7901498753717923,0.8080559428590374,101.25,56.33815314686842,71.21821285140561,40.42636511036773,896.1149397590362,555.6975670886262,15.27,3.4142495515120155
canonical-ea,500,100,none,100,123,100,0.7918952937947714,0.8076856408359513,104.64,61.3332731883763,72.44369477911647,41.03722207534716,920.0948995983936,567.4707305071412,15.27,3.4142495515120155
canonical-ea,500,100,none,100,124,100,0.8055441203298135,0.8154878813741065,103.27,61.66909355584855,73.8306827309237,42.513222462170496,946.6659036144576,593.3584339245544,15.27,3.4142495515120155
canonical-ea,500,100,none,100,125,100,0.7860156727248436,0.8076380633223441,104.32,63.42395131178757,75.2660642570281,43.61953480207849,972.8020080321285,610.655167359227,15.27,3.4142495515120155
canonical-ea,500,100,none,100,126,100,0.7595175088085062,0.7880523329404593,103.48,68.28740440227611,76.19353413654618,44.352843869823936,992.5418473895581,623.2661275602882,15.27,3.4142495515120155
canonical-ea,500,100,none,100,127,100,0.7698620782270952,0.7968965943613666,106.13,72.58521268137196,77.19363453815262,44.137746720624776,1013.4880321285142,627.837692596214,15.27,3.4142495515120155
canonical-ea,500,100,none,100,128,100,0.7163748704334263,0.7341322508900094,109.68,71.96094496322293,78.35865461847389,44.865131641045615,1036.712690763052,641.5895483019663,15.27,3.4142495515120155
canonical-ea,500,100,none,100,129,100,0.7041772891300947,0.724202450584015,113.35,77.32559408113204,79.67443775100402,44.98954145569953,1063.2093172690763,650.7758537269908,15.27,3.4142495515120155
canonical-ea,500,100,none,100,130,100,0.7181931732354865,0.7405972117105211,108.99,71.48936913975392,80.86,44.62604088455799,1090.5462248995982,654.3697898691191,15.27,3.4142495515120155
canonical-ea,500,100,none,100,131,100,0.7079581624322949,0.7343136751881514,113.43,78.30967437041224,81.86190763052208,45.08296895817342,1115.1767469879517,672.0569172551398,15.27,3.4142495515120155
canonical-ea,500,100,none,100,132,100,0.6866214452108131,0.717651743437052,113.92,88.83779375918789,82.89911646586344,45.42731258868586,1142.3638955823296,687.9186304617598,15.27,3.4142495515120155
canonical-ea,500,100,none,100,133,100,0.6786576908325033,0.7164011455000393,116.15,73.65016972146093,84.03700803212851,45.01742941625118,1170.1615261044176,689.690471441487,15.27,3.4142495515120155
canonical-ea,500,100,none,100,134,100,0.6864786295995812,0.7142152327921,109.75,70.28234130989092,84.97526104417672,45.349354695488636,1197.3093172690762,712.2975324628458,15.27,3.4142495515120155
canonical-ea,500,100,none,100,135,100,0.6758978821155114,0.7009640064472324,109.09,78.78567065145793,86.41518072289156,45.92034811149757,1228.8934939759035,729.9820704986234,15.27,3.4142495515120155
canonical-ea,500,100,none,100,136,100,0.6581147107967851,0.70514988630628,112.76,75.51014766241687,88.22530238601465,48.103606090750446,1272.2978289629102,777.363595954308,15.27,3.4142495515120155
canonical-ea,500,100,none,100,137,99,0.6475546283672198,0.6976402316504723,117.18181818181819,82.27514366673014,87.28453206766459,44.16566861910224,1281.4026611496492,782.3911230858644,15.27,3.4142495515120155
canonical-ea,500,100,none,100,138,99,0.6394143966514251,0.6905644882513287,111.18181818181819,82.55275186896353,88.02322420997119,43.9193380286836,1304.8630887185104,789.4933711830702,15.27,3.4142495515120155
canonical-ea,500,100,none,100,139,99,0.6326094887386744,0.6818435947925671,114.75757575757575,88.40027091108574,89.18177761551254,44.469212926156885,1332.4420915987178,805.6682409967925,15.27,3.4142495515120155
canonical-ea,500,100,none,100,140,99,0.635643305530254,0.6798775428913666,123.16161616161617,90.70884792751761,90.79217881627521,45.42829882764017,1370.1138290535882,831.3042245507305,15.27,3.4142495515120155
canonical-ea,500,100,none,100,141,99,0.6283917344486663,0.6775238386532824,126.26262626262626,103.52363570054086,91.65256987546145,45.41700274527504,1398.860938704312,833.9255538128474,15.27,3.4142495515120155
canonical-ea,500,100,none,100,142,99,0.6189950925418055,0.66696766933619,121.48484848484848,90.45567736970072,93.61249036550241,46.27217741277577,1445.5334469189893,862.5237435263476,15.27,3.4142495515120155
canonical-ea,500,100,none,100,143,99,0.6083334389725449,0.6500542004950903,116.24242424242425,84.80471814932041,94.55813151596287,47.27369435653642,1470.0189444647274,886.6208424661219,15.27,3.4142495515120155
canonical-ea,500,100,none,100,144,99,0.6020515183693447,0.6478797352962328,117.75757575757575,92.63222500444736,95.86132408421565,47.08850727112329,1506.113179992698,893.2265980280264,15.27,3.4142495515120155
